Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011256 | lrm: 1.00 | dt: 5818ms | tok/sec: 5,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.108601 | lrm: 1.00 | dt: 324ms | tok/sec: 101,144 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.996832 | lrm: 1.00 | dt: 326ms | tok/sec: 100,669 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.704878 | lrm: 1.00 | dt: 328ms | tok/sec: 99,959 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.410487 | lrm: 1.00 | dt: 326ms | tok/sec: 100,625 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.179275 | lrm: 1.00 | dt: 326ms | tok/sec: 100,397 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.983884 | lrm: 1.00 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.812600 | lrm: 1.00 | dt: 326ms | tok/sec: 100,411 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.658881 | lrm: 1.00 | dt: 326ms | tok/sec: 100,643 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.483823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,262 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.360716 | lrm: 1.00 | dt: 326ms | tok/sec: 100,389 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.241413 | lrm: 1.00 | dt: 327ms | tok/sec: 100,324 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.114148 | lrm: 1.00 | dt: 351ms | tok/sec: 93,436 | mfu: 0.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.007884 | lrm: 1.00 | dt: 325ms | tok/sec: 100,722 | mfu: 1.0% | epoch: 1 | remaining: 299s    
step 00634 (67.9%) | loss: 3.949887 | lrm: 0.64 | dt: 327ms | tok/sec: 100,217 | mfu: 1.0% | epoch: 1 | remaining: 96s    
step 00635 (68.0%) | loss: 3.927507 | lrm: 0.64 | dt: 327ms | tok/sec: 100,270 | mfu: 1.0% | epoch: 1 | remaining: 96s    
step 00636 (68.1%) | loss: 3.917582 | lrm: 0.64 | dt: 327ms | tok/sec: 100,155 | mfu: 1.0% | epoch: 1 | remaining: 95s    
step 00637 (68.2%) | loss: 3.942944 | lrm: 0.64 | dt: 327ms | tok/sec: 100,190 | mfu: 1.0% | epoch: 1 | remaining: 95s    
step 00638 (68.4%) | loss: 3.975467 | lrm: 0.63 | dt: 327ms | tok/sec: 100,231 | mfu: 1.0% | epoch: 1 | remaining: 95s    
step 00639 (68.5%) | loss: 3.965576 | lrm: 0.63 | dt: 327ms | tok/sec: 100,155 | mfu: 1.0% | epoch: 1 | remaining: 94s    
step 00640 (68.6%) | loss: 3.976335 | lrm: 0.63 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 94s    
step 00641 (68.7%) | loss: 3.963015 | lrm: 0.63 | dt: 327ms | tok/sec: 100,150 | mfu: 1.0% | epoch: 1 | remaining: 94s    
step 00642 (68.8%) | loss: 3.915054 | lrm: 0.62 | dt: 327ms | tok/sec: 100,177 | mfu: 1.0% | epoch: 1 | remaining: 93s    
step 00643 (68.9%) | loss: 3.910252 | lrm: 0.62 | dt: 327ms | tok/sec: 100,158 | mfu: 1.0% | epoch: 1 | remaining: 93s    
step 00644 (69.0%) | loss: 3.919978 | lrm: 0.62 | dt: 327ms | tok/sec: 100,206 | mfu: 1.0% | epoch: 1 | remaining: 93s    
step 00645 (69.1%) | loss: 3.920867 | lrm: 0.62 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 92s    
step 00646 (69.2%) | loss: 3.910505 | lrm: 0.62 | dt: 327ms | tok/sec: 100,171 | mfu: 1.0% | epoch: 1 | remaining: 92s    
step 00647 (69.3%) | loss: 3.858410 | lrm: 0.61 | dt: 327ms | tok/sec: 100,216 | mfu: 1.0% | epoch: 1 | remaining: 92s    
step 00648 (69.4%) | loss: 3.858684 | lrm: 0.61 | dt: 327ms | tok/sec: 100,153 | mfu: 1.0% | epoch: 1 | remaining: 91s    
step 00649 (69.6%) | loss: 3.843588 | lrm: 0.61 | dt: 327ms | tok/sec: 100,173 | mfu: 1.0% | epoch: 1 | remaining: 91s    
step 00650 (69.7%) | loss: 3.854762 | lrm: 0.61 | dt: 327ms | tok/sec: 100,169 | mfu: 1.0% | epoch: 1 | remaining: 91s    
step 00651 (69.8%) | loss: 3.883332 | lrm: 0.60 | dt: 327ms | tok/sec: 100,170 | mfu: 1.0% | epoch: 1 | remaining: 90s    
step 00652 (69.9%) | loss: 3.864814 | lrm: 0.60 | dt: 327ms | tok/sec: 100,189 | mfu: 1.0% | epoch: 1 | remaining: 90s    
step 00653 (70.0%) | loss: 3.875012 | lrm: 0.60 | dt: 327ms | tok/sec: 100,164 | mfu: 1.0% | epoch: 1 | remaining: 90s    
step 00654 (70.1%) | loss: 3.874418 | lrm: 0.60 | dt: 327ms | tok/sec: 100,189 | mfu: 1.0% | epoch: 1 | remaining: 89s    
step 00655 (70.2%) | loss: 3.872855 | lrm: 0.60 | dt: 327ms | tok/sec: 100,141 | mfu: 1.0% | epoch: 1 | remaining: 89s    
step 00656 (70.3%) | loss: 3.873138 | lrm: 0.59 | dt: 327ms | tok/sec: 100,187 | mfu: 1.0% | epoch: 1 | remaining: 89s    
step 00657 (70.4%) | loss: 3.879620 | lrm: 0.59 | dt: 327ms | tok/sec: 100,272 | mfu: 1.0% | epoch: 1 | remaining: 88s    
step 00658 (70.5%) | loss: 3.866259 | lrm: 0.59 | dt: 327ms | tok/sec: 100,132 | mfu: 1.0% | epoch: 1 | remaining: 88s    
step 00659 (70.6%) | loss: 3.860616 | lrm: 0.59 | dt: 327ms | tok/sec: 100,302 | mfu: 1.0% | epoch: 1 | remaining: 88s    
step 00660 (70.8%) | loss: 3.879110 | lrm: 0.58 | dt: 327ms | tok/sec: 100,259 | mfu: 1.0% | epoch: 1 | remaining: 87s    
step 00661 (70.9%) | loss: 3.888714 | lrm: 0.58 | dt: 327ms | tok/sec: 100,108 | mfu: 1.0% | epoch: 1 | remaining: 87s    
step 00662 (71.0%) | loss: 3.898439 | lrm: 0.58 | dt: 327ms | tok/sec: 100,301 | mfu: 1.0% | epoch: 1 | remaining: 87s    
step 00663 (71.1%) | loss: 3.896362 | lrm: 0.58 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 86s    
step 00664 (71.2%) | loss: 3.918458 | lrm: 0.58 | dt: 327ms | tok/sec: 100,111 | mfu: 1.0% | epoch: 1 | remaining: 86s    
step 00665 (71.3%) | loss: 3.922951 | lrm: 0.57 | dt: 327ms | tok/sec: 100,328 | mfu: 1.0% | epoch: 1 | remaining: 86s    
step 00666 (71.4%) | loss: 3.937237 | lrm: 0.57 | dt: 327ms | tok/sec: 100,191 | mfu: 1.0% | epoch: 1 | remaining: 85s    
step 00667 (71.5%) | loss: 3.933994 | lrm: 0.57 | dt: 327ms | tok/sec: 100,138 | mfu: 1.0% | epoch: 1 | remaining: 85s    
step 00668 (71.6%) | loss: 3.899563 | lrm: 0.57 | dt: 327ms | tok/sec: 100,286 | mfu: 1.0% | epoch: 1 | remaining: 85s    
step 00669 (71.7%) | loss: 3.895499 | lrm: 0.57 | dt: 327ms | tok/sec: 100,116 | mfu: 1.0% | epoch: 1 | remaining: 84s    
step 00670 (71.8%) | loss: 3.884061 | lrm: 0.56 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 84s    
step 00671 (72.0%) | loss: 3.899178 | lrm: 0.56 | dt: 327ms | tok/sec: 100,205 | mfu: 1.0% | epoch: 1 | remaining: 84s    
step 00672 (72.1%) | loss: 3.869397 | lrm: 0.56 | dt: 327ms | tok/sec: 100,170 | mfu: 1.0% | epoch: 1 | remaining: 83s    
step 00673 (72.2%) | loss: 3.870402 | lrm: 0.56 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 83s    
step 00674 (72.3%) | loss: 3.883183 | lrm: 0.55 | dt: 327ms | tok/sec: 100,248 | mfu: 1.0% | epoch: 1 | remaining: 83s    
step 00675 (72.4%) | loss: 3.912998 | lrm: 0.55 | dt: 327ms | tok/sec: 100,089 | mfu: 1.0% | epoch: 1 | remaining: 82s    
step 00676 (72.5%) | loss: 3.891740 | lrm: 0.55 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 82s    
step 00677 (72.6%) | loss: 3.906678 | lrm: 0.55 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 82s    
step 00678 (72.7%) | loss: 3.920825 | lrm: 0.55 | dt: 327ms | tok/sec: 100,137 | mfu: 1.0% | epoch: 1 | remaining: 82s    
step 00679 (72.8%) | loss: 3.890881 | lrm: 0.54 | dt: 327ms | tok/sec: 100,125 | mfu: 1.0% | epoch: 1 | remaining: 81s    
step 00680 (72.9%) | loss: 3.887768 | lrm: 0.54 | dt: 327ms | tok/sec: 100,174 | mfu: 1.0% | epoch: 1 | remaining: 81s    
step 00681 (73.0%) | loss: 3.887821 | lrm: 0.54 | dt: 327ms | tok/sec: 100,157 | mfu: 1.0% | epoch: 1 | remaining: 81s    
step 00682 (73.2%) | loss: 3.877734 | lrm: 0.54 | dt: 327ms | tok/sec: 100,095 | mfu: 1.0% | epoch: 1 | remaining: 80s    
step 00683 (73.3%) | loss: 3.890737 | lrm: 0.53 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 80s    
step 00684 (73.4%) | loss: 3.887364 | lrm: 0.53 | dt: 327ms | tok/sec: 100,218 | mfu: 1.0% | epoch: 1 | remaining: 80s    
step 00685 (73.5%) | loss: 3.868889 | lrm: 0.53 | dt: 327ms | tok/sec: 100,114 | mfu: 1.0% | epoch: 1 | remaining: 79s    
step 00686 (73.6%) | loss: 3.895566 | lrm: 0.53 | dt: 327ms | tok/sec: 100,150 | mfu: 1.0% | epoch: 1 | remaining: 79s    
step 00687 (73.7%) | loss: 3.900667 | lrm: 0.53 | dt: 327ms | tok/sec: 100,203 | mfu: 1.0% | epoch: 1 | remaining: 79s    
step 00688 (73.8%) | loss: 3.903674 | lrm: 0.52 | dt: 327ms | tok/sec: 100,107 | mfu: 1.0% | epoch: 1 | remaining: 78s    
step 00689 (73.9%) | loss: 3.913799 | lrm: 0.52 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 78s    
step 00690 (74.0%) | loss: 3.908754 | lrm: 0.52 | dt: 327ms | tok/sec: 100,221 | mfu: 1.0% | epoch: 1 | remaining: 78s    
step 00691 (74.1%) | loss: 3.878588 | lrm: 0.52 | dt: 327ms | tok/sec: 100,206 | mfu: 1.0% | epoch: 1 | remaining: 77s    
step 00692 (74.2%) | loss: 3.883843 | lrm: 0.52 | dt: 327ms | tok/sec: 100,143 | mfu: 1.0% | epoch: 1 | remaining: 77s    
step 00693 (74.4%) | loss: 3.881360 | lrm: 0.51 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 77s    
step 00694 (74.5%) | loss: 3.859955 | lrm: 0.51 | dt: 327ms | tok/sec: 100,084 | mfu: 1.0% | epoch: 1 | remaining: 76s    
step 00695 (74.6%) | loss: 3.841808 | lrm: 0.51 | dt: 327ms | tok/sec: 100,197 | mfu: 1.0% | epoch: 1 | remaining: 76s    
step 00696 (74.7%) | loss: 3.828791 | lrm: 0.51 | dt: 327ms | tok/sec: 100,153 | mfu: 1.0% | epoch: 1 | remaining: 76s    
step 00697 (74.8%) | loss: 3.838743 | lrm: 0.50 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 75s    
step 00698 (74.9%) | loss: 3.854176 | lrm: 0.50 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 75s    
step 00699 (75.0%) | loss: 3.854733 | lrm: 0.50 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 75s    
step 00700 (75.1%) | loss: 3.887765 | lrm: 0.50 | dt: 327ms | tok/sec: 100,236 | mfu: 1.0% | epoch: 1 | remaining: 74s    
step 00701 (75.2%) | loss: 3.881894 | lrm: 0.50 | dt: 327ms | tok/sec: 100,211 | mfu: 1.0% | epoch: 1 | remaining: 74s    
step 00702 (75.3%) | loss: 3.885478 | lrm: 0.49 | dt: 327ms | tok/sec: 100,137 | mfu: 1.0% | epoch: 1 | remaining: 74s    
step 00703 (75.4%) | loss: 3.864113 | lrm: 0.49 | dt: 327ms | tok/sec: 100,227 | mfu: 1.0% | epoch: 1 | remaining: 73s    
step 00704 (75.6%) | loss: 3.863645 | lrm: 0.49 | dt: 327ms | tok/sec: 100,177 | mfu: 1.0% | epoch: 1 | remaining: 73s    
step 00705 (75.7%) | loss: 3.877253 | lrm: 0.49 | dt: 327ms | tok/sec: 100,120 | mfu: 1.0% | epoch: 1 | remaining: 73s    
step 00706 (75.8%) | loss: 3.863894 | lrm: 0.48 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 72s    
step 00707 (75.9%) | loss: 3.876807 | lrm: 0.48 | dt: 327ms | tok/sec: 100,097 | mfu: 1.0% | epoch: 1 | remaining: 72s    
step 00708 (76.0%) | loss: 3.867355 | lrm: 0.48 | dt: 327ms | tok/sec: 100,162 | mfu: 1.0% | epoch: 1 | remaining: 72s    
step 00709 (76.1%) | loss: 3.863995 | lrm: 0.48 | dt: 327ms | tok/sec: 100,204 | mfu: 1.0% | epoch: 1 | remaining: 71s    
step 00710 (76.2%) | loss: 3.864548 | lrm: 0.48 | dt: 327ms | tok/sec: 100,057 | mfu: 1.0% | epoch: 1 | remaining: 71s    
step 00711 (76.3%) | loss: 3.857547 | lrm: 0.47 | dt: 327ms | tok/sec: 100,153 | mfu: 1.0% | epoch: 1 | remaining: 71s    
step 00712 (76.4%) | loss: 3.847455 | lrm: 0.47 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 70s    
step 00713 (76.5%) | loss: 3.846608 | lrm: 0.47 | dt: 327ms | tok/sec: 100,090 | mfu: 1.0% | epoch: 1 | remaining: 70s    
step 00714 (76.6%) | loss: 3.863929 | lrm: 0.47 | dt: 327ms | tok/sec: 100,138 | mfu: 1.0% | epoch: 1 | remaining: 70s    
step 00715 (76.8%) | loss: 3.875391 | lrm: 0.46 | dt: 327ms | tok/sec: 100,173 | mfu: 1.0% | epoch: 1 | remaining: 69s    
step 00716 (76.9%) | loss: 3.861003 | lrm: 0.46 | dt: 327ms | tok/sec: 100,096 | mfu: 1.0% | epoch: 1 | remaining: 69s    
step 00717 (77.0%) | loss: 3.881413 | lrm: 0.46 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 69s    
step 00718 (77.1%) | loss: 3.896511 | lrm: 0.46 | dt: 327ms | tok/sec: 100,123 | mfu: 1.0% | epoch: 1 | remaining: 68s    
step 00719 (77.2%) | loss: 3.866935 | lrm: 0.46 | dt: 327ms | tok/sec: 100,193 | mfu: 1.0% | epoch: 1 | remaining: 68s    
step 00720 (77.3%) | loss: 3.844475 | lrm: 0.45 | dt: 327ms | tok/sec: 100,148 | mfu: 1.0% | epoch: 1 | remaining: 68s    
step 00721 (77.4%) | loss: 3.846193 | lrm: 0.45 | dt: 327ms | tok/sec: 100,150 | mfu: 1.0% | epoch: 1 | remaining: 67s    
step 00722 (77.5%) | loss: 3.824192 | lrm: 0.45 | dt: 327ms | tok/sec: 100,174 | mfu: 1.0% | epoch: 1 | remaining: 67s    
step 00723 (77.6%) | loss: 3.823579 | lrm: 0.45 | dt: 327ms | tok/sec: 100,101 | mfu: 1.0% | epoch: 1 | remaining: 67s    
step 00724 (77.7%) | loss: 3.839412 | lrm: 0.45 | dt: 327ms | tok/sec: 100,099 | mfu: 1.0% | epoch: 1 | remaining: 66s    
step 00725 (77.8%) | loss: 3.817342 | lrm: 0.44 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 66s    
step 00726 (78.0%) | loss: 3.799193 | lrm: 0.44 | dt: 327ms | tok/sec: 100,078 | mfu: 1.0% | epoch: 1 | remaining: 66s    
step 00727 (78.1%) | loss: 3.803708 | lrm: 0.44 | dt: 327ms | tok/sec: 100,168 | mfu: 1.0% | epoch: 1 | remaining: 65s    
step 00728 (78.2%) | loss: 3.800568 | lrm: 0.44 | dt: 327ms | tok/sec: 100,265 | mfu: 1.0% | epoch: 1 | remaining: 65s    
step 00729 (78.3%) | loss: 3.799832 | lrm: 0.43 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 65s    
step 00730 (78.4%) | loss: 3.800636 | lrm: 0.43 | dt: 327ms | tok/sec: 100,199 | mfu: 1.0% | epoch: 1 | remaining: 65s    
step 00731 (78.5%) | loss: 3.826021 | lrm: 0.43 | dt: 327ms | tok/sec: 100,172 | mfu: 1.0% | epoch: 1 | remaining: 64s    
step 00732 (78.6%) | loss: 3.840470 | lrm: 0.43 | dt: 327ms | tok/sec: 100,113 | mfu: 1.0% | epoch: 1 | remaining: 64s    
step 00733 (78.7%) | loss: 3.852586 | lrm: 0.43 | dt: 327ms | tok/sec: 100,184 | mfu: 1.0% | epoch: 1 | remaining: 64s    
step 00734 (78.8%) | loss: 3.841642 | lrm: 0.42 | dt: 327ms | tok/sec: 100,166 | mfu: 1.0% | epoch: 1 | remaining: 63s    
step 00735 (78.9%) | loss: 3.861318 | lrm: 0.42 | dt: 327ms | tok/sec: 100,139 | mfu: 1.0% | epoch: 1 | remaining: 63s    
step 00736 (79.0%) | loss: 3.877551 | lrm: 0.42 | dt: 327ms | tok/sec: 100,191 | mfu: 1.0% | epoch: 1 | remaining: 63s    
step 00737 (79.2%) | loss: 3.891055 | lrm: 0.42 | dt: 327ms | tok/sec: 100,124 | mfu: 1.0% | epoch: 1 | remaining: 62s    
step 00738 (79.3%) | loss: 3.855165 | lrm: 0.41 | dt: 327ms | tok/sec: 100,064 | mfu: 1.0% | epoch: 1 | remaining: 62s    
step 00739 (79.4%) | loss: 3.859728 | lrm: 0.41 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 62s    
step 00740 (79.5%) | loss: 3.857016 | lrm: 0.41 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 61s    
step 00741 (79.6%) | loss: 3.870137 | lrm: 0.41 | dt: 327ms | tok/sec: 100,148 | mfu: 1.0% | epoch: 1 | remaining: 61s    
step 00742 (79.7%) | loss: 3.860299 | lrm: 0.41 | dt: 327ms | tok/sec: 100,166 | mfu: 1.0% | epoch: 1 | remaining: 61s    
step 00743 (79.8%) | loss: 3.847975 | lrm: 0.40 | dt: 327ms | tok/sec: 100,142 | mfu: 1.0% | epoch: 1 | remaining: 60s    
step 00744 (79.9%) | loss: 3.843494 | lrm: 0.40 | dt: 327ms | tok/sec: 100,094 | mfu: 1.0% | epoch: 1 | remaining: 60s    
step 00745 (80.0%) | loss: 3.849499 | lrm: 0.40 | dt: 327ms | tok/sec: 100,115 | mfu: 1.0% | epoch: 1 | remaining: 60s    
step 00746 (80.1%) | loss: 3.817656 | lrm: 0.40 | dt: 327ms | tok/sec: 100,178 | mfu: 1.0% | epoch: 1 | remaining: 59s    
step 00747 (80.2%) | loss: 3.830239 | lrm: 0.40 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 59s    
step 00748 (80.4%) | loss: 3.819413 | lrm: 0.39 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 59s    
step 00749 (80.5%) | loss: 3.840679 | lrm: 0.39 | dt: 327ms | tok/sec: 100,133 | mfu: 1.0% | epoch: 1 | remaining: 58s    
step 00750 (80.6%) | loss: 3.848673 | lrm: 0.39 | dt: 327ms | tok/sec: 100,143 | mfu: 1.0% | epoch: 1 | remaining: 58s    
step 00751 (80.7%) | loss: 3.826772 | lrm: 0.39 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 58s    
step 00752 (80.8%) | loss: 3.834372 | lrm: 0.38 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 57s    
step 00753 (80.9%) | loss: 3.864910 | lrm: 0.38 | dt: 327ms | tok/sec: 100,214 | mfu: 1.0% | epoch: 1 | remaining: 57s    
step 00754 (81.0%) | loss: 3.858567 | lrm: 0.38 | dt: 327ms | tok/sec: 100,162 | mfu: 1.0% | epoch: 1 | remaining: 57s    
step 00755 (81.1%) | loss: 3.818945 | lrm: 0.38 | dt: 327ms | tok/sec: 100,104 | mfu: 1.0% | epoch: 1 | remaining: 56s    
step 00756 (81.2%) | loss: 3.833445 | lrm: 0.38 | dt: 327ms | tok/sec: 100,143 | mfu: 1.0% | epoch: 1 | remaining: 56s    
step 00757 (81.3%) | loss: 3.861508 | lrm: 0.37 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 56s    
step 00758 (81.4%) | loss: 3.838613 | lrm: 0.37 | dt: 327ms | tok/sec: 100,099 | mfu: 1.0% | epoch: 1 | remaining: 55s    
step 00759 (81.6%) | loss: 3.861292 | lrm: 0.37 | dt: 327ms | tok/sec: 100,166 | mfu: 1.0% | epoch: 1 | remaining: 55s    
step 00760 (81.7%) | loss: 3.868228 | lrm: 0.37 | dt: 327ms | tok/sec: 100,233 | mfu: 1.0% | epoch: 1 | remaining: 55s    
step 00761 (81.8%) | loss: 3.891553 | lrm: 0.36 | dt: 327ms | tok/sec: 100,154 | mfu: 1.0% | epoch: 1 | remaining: 54s    
step 00762 (81.9%) | loss: 3.887559 | lrm: 0.36 | dt: 327ms | tok/sec: 100,140 | mfu: 1.0% | epoch: 1 | remaining: 54s    
step 00763 (82.0%) | loss: 3.859112 | lrm: 0.36 | dt: 327ms | tok/sec: 100,176 | mfu: 1.0% | epoch: 1 | remaining: 54s    
step 00764 (82.1%) | loss: 3.874714 | lrm: 0.36 | dt: 328ms | tok/sec: 100,038 | mfu: 1.0% | epoch: 1 | remaining: 53s    
step 00765 (82.2%) | loss: 3.878355 | lrm: 0.36 | dt: 327ms | tok/sec: 100,127 | mfu: 1.0% | epoch: 1 | remaining: 53s    
step 00766 (82.3%) | loss: 3.867036 | lrm: 0.35 | dt: 327ms | tok/sec: 100,100 | mfu: 1.0% | epoch: 1 | remaining: 53s    
step 00767 (82.4%) | loss: 3.863415 | lrm: 0.35 | dt: 327ms | tok/sec: 100,103 | mfu: 1.0% | epoch: 1 | remaining: 52s    
step 00768 (82.5%) | loss: 3.851221 | lrm: 0.35 | dt: 327ms | tok/sec: 100,236 | mfu: 1.0% | epoch: 1 | remaining: 52s    
step 00769 (82.6%) | loss: 3.821383 | lrm: 0.35 | dt: 327ms | tok/sec: 100,193 | mfu: 1.0% | epoch: 1 | remaining: 52s    
step 00770 (82.8%) | loss: 3.838920 | lrm: 0.34 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 51s    
step 00771 (82.9%) | loss: 3.844096 | lrm: 0.34 | dt: 327ms | tok/sec: 100,234 | mfu: 1.0% | epoch: 1 | remaining: 51s    
step 00772 (83.0%) | loss: 3.843037 | lrm: 0.34 | dt: 327ms | tok/sec: 100,181 | mfu: 1.0% | epoch: 1 | remaining: 51s    
step 00773 (83.1%) | loss: 3.825331 | lrm: 0.34 | dt: 327ms | tok/sec: 100,072 | mfu: 1.0% | epoch: 1 | remaining: 50s    
step 00774 (83.2%) | loss: 3.824826 | lrm: 0.34 | dt: 327ms | tok/sec: 100,265 | mfu: 1.0% | epoch: 1 | remaining: 50s    
step 00775 (83.3%) | loss: 3.847630 | lrm: 0.33 | dt: 327ms | tok/sec: 100,132 | mfu: 1.0% | epoch: 1 | remaining: 50s    
step 00776 (83.4%) | loss: 3.859966 | lrm: 0.33 | dt: 328ms | tok/sec: 100,032 | mfu: 1.0% | epoch: 1 | remaining: 49s    
step 00777 (83.5%) | loss: 3.867085 | lrm: 0.33 | dt: 327ms | tok/sec: 100,186 | mfu: 1.0% | epoch: 1 | remaining: 49s    
step 00778 (83.6%) | loss: 3.865109 | lrm: 0.33 | dt: 327ms | tok/sec: 100,138 | mfu: 1.0% | epoch: 1 | remaining: 49s    
step 00779 (83.7%) | loss: 3.874016 | lrm: 0.33 | dt: 328ms | tok/sec: 100,007 | mfu: 1.0% | epoch: 1 | remaining: 48s    
step 00780 (83.8%) | loss: 3.865326 | lrm: 0.32 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 48s    
step 00781 (84.0%) | loss: 3.839029 | lrm: 0.32 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 48s    
step 00782 (84.1%) | loss: 3.831650 | lrm: 0.32 | dt: 327ms | tok/sec: 100,072 | mfu: 1.0% | epoch: 1 | remaining: 47s    
step 00783 (84.2%) | loss: 3.794708 | lrm: 0.32 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 47s    
step 00784 (84.3%) | loss: 3.818773 | lrm: 0.31 | dt: 327ms | tok/sec: 100,187 | mfu: 1.0% | epoch: 1 | remaining: 47s    
step 00785 (84.4%) | loss: 3.850174 | lrm: 0.31 | dt: 327ms | tok/sec: 100,172 | mfu: 1.0% | epoch: 1 | remaining: 47s    
step 00786 (84.5%) | loss: 3.860379 | lrm: 0.31 | dt: 327ms | tok/sec: 100,183 | mfu: 1.0% | epoch: 1 | remaining: 46s    
step 00787 (84.6%) | loss: 3.856464 | lrm: 0.31 | dt: 327ms | tok/sec: 100,229 | mfu: 1.0% | epoch: 1 | remaining: 46s    
step 00788 (84.7%) | loss: 3.854902 | lrm: 0.31 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 46s    
step 00789 (84.8%) | loss: 3.842067 | lrm: 0.30 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 45s    
step 00790 (84.9%) | loss: 3.823071 | lrm: 0.30 | dt: 327ms | tok/sec: 100,247 | mfu: 1.0% | epoch: 1 | remaining: 45s    
step 00791 (85.0%) | loss: 3.817971 | lrm: 0.30 | dt: 327ms | tok/sec: 100,088 | mfu: 1.0% | epoch: 1 | remaining: 45s    
step 00792 (85.2%) | loss: 3.826982 | lrm: 0.30 | dt: 327ms | tok/sec: 100,200 | mfu: 1.0% | epoch: 1 | remaining: 44s    
